"longitude","latitude","doy","seasind","acchours"
-75,39,51,0.0441656710663576,218.750087591467
-75,41,51,0.0301952421398779,51.0456764168127
-75,43,51,0.0177784852723477,1.49878859563309
-70,45,51,0.00935253625419186,0
-100,29,58,0.105025740822472,1476.87377481544
-100,31,58,0.0977739332870593,1217.76041885872
-100,33,58,0.0895147170596488,967.466263792601
-100,35,58,0.0800431726624426,727.373564317444
-100,39,58,0.0563495845646953,283.727461479076
-100,41,58,0.0413301029250551,88.5156031399274
-100,43,58,0.0275032135797388,13.0048543280233
-100,45,58,0.0173560542545507,0
-100,47,58,0.00982127372841822,0
-100,49,58,0.00454667761030344,0
-95,31,58,0.0977739332870593,1217.76041885872
-95,33,58,0.0895147170596488,967.466263792601
-95,35,58,0.0800431726624426,727.373564317444
-95,39,58,0.0563495845646953,283.727461479076
-95,41,58,0.0413301029250551,88.5156031399274
-95,43,58,0.0275032135797388,13.0048543280233
-95,45,58,0.0173560542545507,0
-95,47,58,0.00982127372841822,0
-95,49,58,0.00454667761030344,0
-90,31,58,0.0977739332870593,1217.76041885872
-90,33,58,0.0895147170596488,967.466263792601
-90,35,58,0.0800431726624426,727.373564317444
-90,39,58,0.0563495845646953,283.727461479076
-90,41,58,0.0413301029250551,88.5156031399274
-90,43,58,0.0275032135797388,13.0048543280233
-90,45,58,0.0173560542545507,0
-85,31,58,0.0977739332870593,1217.76041885872
-85,33,58,0.0895147170596488,967.466263792601
-85,35,58,0.0800431726624426,727.373564317444
-85,39,58,0.0563495845646953,283.727461479076
-85,41,58,0.0413301029250551,88.5156031399274
-85,43,58,0.0275032135797388,13.0048543280233
-85,45,58,0.0173560542545507,0
-80,33,58,0.0895147170596488,967.466263792601
-80,35,58,0.0800431726624426,727.373564317444
-80,39,58,0.0563495845646953,283.727461479076
-80,41,58,0.0413301029250551,88.5156031399274
-75,39,58,0.0563495845646953,283.727461479076
-75,41,58,0.0413301029250551,88.5156031399274
-75,43,58,0.0275032135797388,13.0048543280233
-70,45,58,0.0173560542545507,0
-100,29,65,0.121540799344819,1708.58765550892
-100,31,65,0.113909923565396,1417.52770838707
-100,33,65,0.105219820383418,1135.76410556443
-100,35,65,0.095255215225875,864.836252582296
-100,39,65,0.0703330184192146,362.146879058884
-100,41,65,0.0545304591487372,139.112428433644
-100,43,65,0.0395675834464111,37.1904861829325
-100,45,65,0.027983435065558,1.34064211695001
-100,47,65,0.0187540648419466,0
-100,49,65,0.0115510265527476,0
-95,31,65,0.113909923565396,1417.52770838707
-95,33,65,0.105219820383418,1135.76410556443
-95,35,65,0.095255215225875,864.836252582296
-95,39,65,0.0703330184192146,362.146879058884
-95,41,65,0.0545304591487372,139.112428433644
-95,43,65,0.0395675834464111,37.1904861829325
-95,45,65,0.027983435065558,1.34064211695001
-95,47,65,0.0187540648419466,0
-95,49,65,0.0115510265527476,0
-90,31,65,0.113909923565396,1417.52770838707
-90,33,65,0.105219820383418,1135.76410556443
-90,35,65,0.095255215225875,864.836252582296
-90,39,65,0.0703330184192146,362.146879058884
-90,41,65,0.0545304591487372,139.112428433644
-90,43,65,0.0395675834464111,37.1904861829325
-90,45,65,0.027983435065558,1.34064211695001
-85,31,65,0.113909923565396,1417.52770838707
-85,33,65,0.105219820383418,1135.76410556443
-85,35,65,0.095255215225875,864.836252582296
-85,39,65,0.0703330184192146,362.146879058884
-85,41,65,0.0545304591487372,139.112428433644
-85,43,65,0.0395675834464111,37.1904861829325
-85,45,65,0.027983435065558,1.34064211695001
-80,33,65,0.105219820383418,1135.76410556443
-80,35,65,0.095255215225875,864.836252582296
-80,39,65,0.0703330184192146,362.146879058884
-80,41,65,0.0545304591487372,139.112428433644
-75,39,65,0.0703330184192146,362.146879058884
-75,41,65,0.0545304591487372,139.112428433644
-75,43,65,0.0395675834464111,37.1904861829325
-70,45,65,0.027983435065558,1.34064211695001
-100,29,72,0.13901010715371,1953.83277162894
-100,31,72,0.131133537182378,1631.22971518229
-100,33,72,0.122164204372078,1318.29411587822
-100,35,72,0.111880143224036,1016.71625984482
-100,39,72,0.0861622089211367,454.997372208229
-100,41,72,0.0698479927913671,203.960602806356
-100,43,72,0.0540283367163933,75.3208837712687
-100,45,72,0.0412959932031611,14.251378733113
-100,47,72,0.0306732153580568,0
-100,49,72,0.0218544972117988,0
-95,31,72,0.131133537182378,1631.22971518229
-95,33,72,0.122164204372078,1318.29411587822
-95,35,72,0.111880143224036,1016.71625984482
-95,39,72,0.0861622089211367,454.997372208229
-95,41,72,0.0698479927913671,203.960602806356
-95,43,72,0.0540283367163933,75.3208837712687
-95,45,72,0.0412959932031611,14.251378733113
-95,47,72,0.0306732153580568,0
-95,49,72,0.0218544972117988,0
-90,31,72,0.131133537182378,1631.22971518229
-90,33,72,0.122164204372078,1318.29411587822
-90,35,72,0.111880143224036,1016.71625984482
-90,39,72,0.0861622089211367,454.997372208229
-90,41,72,0.0698479927913671,203.960602806356
-90,43,72,0.0540283367163933,75.3208837712687
-90,45,72,0.0412959932031611,14.251378733113
-85,31,72,0.131133537182378,1631.22971518229
-85,33,72,0.122164204372078,1318.29411587822
-85,35,72,0.111880143224036,1016.71625984482
-85,39,72,0.0861622089211367,454.997372208229
-85,41,72,0.0698479927913671,203.960602806356
-85,43,72,0.0540283367163933,75.3208837712687
-85,45,72,0.0412959932031611,14.251378733113
-80,33,72,0.122164204372078,1318.29411587822
-80,35,72,0.111880143224036,1016.71625984482
-80,39,72,0.0861622089211367,454.997372208229
-80,41,72,0.0698479927913671,203.960602806356
-75,39,72,0.0861622089211367,454.997372208229
-75,41,72,0.0698479927913671,203.960602806356
-75,43,72,0.0540283367163933,75.3208837712687
-70,45,72,0.0412959932031611,14.251378733113
-100,29,79,0.157449753708093,2212.88208738933
-100,31,79,0.149462859971843,1859.22360010039
-100,33,79,0.140368151801652,1515.50443393338
-100,35,79,0.129940661886893,1183.5593965335
-100,39,79,0.103865494649446,563.039310633698
-100,41,79,0.0873142914746978,283.936505718752
-100,43,79,0.0709200396530532,128.393390985077
-100,45,79,0.0573309350996401,41.7949929963088
-100,47,79,0.045618149647167,4.10864336715616
-100,49,79,0.0354981394819133,0
-95,31,79,0.149462859971843,1859.22360010039
-95,33,79,0.140368151801652,1515.50443393338
-95,35,79,0.129940661886893,1183.5593965335
-95,39,79,0.103865494649446,563.039310633698
-95,41,79,0.0873142914746978,283.936505718752
-95,43,79,0.0709200396530532,128.393390985077
-95,45,79,0.0573309350996401,41.7949929963088
-95,47,79,0.045618149647167,4.10864336715616
-95,49,79,0.0354981394819133,0
-90,31,79,0.149462859971843,1859.22360010039
-90,33,79,0.140368151801652,1515.50443393338
-90,35,79,0.129940661886893,1183.5593965335
-90,39,79,0.103865494649446,563.039310633698
-90,41,79,0.0873142914746978,283.936505718752
-90,43,79,0.0709200396530532,128.393390985077
-90,45,79,0.0573309350996401,41.7949929963088
-85,31,79,0.149462859971843,1859.22360010039
-85,33,79,0.140368151801652,1515.50443393338
-85,35,79,0.129940661886893,1183.5593965335
-85,39,79,0.103865494649446,563.039310633698
-85,41,79,0.0873142914746978,283.936505718752
-85,43,79,0.0709200396530532,128.393390985077
-85,45,79,0.0573309350996401,41.7949929963088
-80,33,79,0.140368151801652,1515.50443393338
-80,35,79,0.129940661886893,1183.5593965335
-80,39,79,0.103865494649446,563.039310633698
-80,41,79,0.0873142914746978,283.936505718752
-75,39,79,0.103865494649446,563.039310633698
-75,41,79,0.0873142914746978,283.936505718752
-75,43,79,0.0709200396530532,128.393390985077
-70,45,79,0.0573309350996401,41.7949929963088
-100,29,86,0.176866668766649,2485.87489373449
-100,31,86,0.168905675132705,2101.72238914075
-100,33,86,0.159840383117367,1727.68711982425
-100,35,86,0.14944652265685,1365.74192836304
-100,39,86,0.123455013889822,686.832155772034
-100,41,86,0.106942862494536,379.697924243188
-100,43,86,0.0902574441667517,197.167933747232
-100,45,86,0.0761041022807623,84.8365608633549
-100,47,86,0.063605606290538,22.8956704957561
-100,49,86,0.0524993219055924,0.518404537978249
-95,31,86,0.168905675132705,2101.72238914075
-95,33,86,0.159840383117367,1727.68711982425
-95,35,86,0.14944652265685,1365.74192836304
-95,39,86,0.123455013889822,686.832155772034
-95,41,86,0.106942862494536,379.697924243188
-95,43,86,0.0902574441667517,197.167933747232
-95,45,86,0.0761041022807623,84.8365608633549
-95,47,86,0.063605606290538,22.8956704957561
-95,49,86,0.0524993219055924,0.518404537978249
-90,31,86,0.168905675132705,2101.72238914075
-90,33,86,0.159840383117367,1727.68711982425
-90,35,86,0.14944652265685,1365.74192836304
-90,39,86,0.123455013889822,686.832155772034
-90,41,86,0.106942862494536,379.697924243188
-90,43,86,0.0902574441667517,197.167933747232
-90,45,86,0.0761041022807623,84.8365608633549
-85,31,86,0.168905675132705,2101.72238914075
-85,33,86,0.159840383117367,1727.68711982425
-85,35,86,0.14944652265685,1365.74192836304
-85,39,86,0.123455013889822,686.832155772034
-85,41,86,0.106942862494536,379.697924243188
-85,43,86,0.0902574441667517,197.167933747232
-85,45,86,0.0761041022807623,84.8365608633549
-80,33,86,0.159840383117367,1727.68711982425
-80,35,86,0.14944652265685,1365.74192836304
-80,39,86,0.123455013889822,686.832155772034
-80,41,86,0.106942862494536,379.697924243188
-75,39,86,0.123455013889822,686.832155772034
-75,41,86,0.106942862494536,379.697924243188
-75,43,86,0.0902574441667517,197.167933747232
-70,45,86,0.0761041022807623,84.8365608633549
-100,29,93,0.197258971600566,2772.82372494454
-100,31,93,0.189459870709408,2358.80559052704
-100,33,93,0.180578532551118,1954.99263296075
-100,35,93,0.170395080717512,1563.48896755963
-100,39,93,0.144927476472158,826.760379295923
-100,41,93,0.128730046002443,491.713361865233
-100,43,93,0.112036554977069,282.199335575098
-100,45,93,0.0976112066634034,144.018802639464
-100,47,93,0.0846310573142865,57.5875731371329
-100,49,93,0.0728533498309849,12.309232891746
-95,31,93,0.189459870709408,2358.80559052704
-95,33,93,0.180578532551118,1954.99263296075
-95,35,93,0.170395080717512,1563.48896755963
-95,39,93,0.144927476472158,826.760379295923
-95,41,93,0.128730046002443,491.713361865233
-95,43,93,0.112036554977069,282.199335575098
-95,45,93,0.0976112066634034,144.018802639464
-95,47,93,0.0846310573142865,57.5875731371329
-95,49,93,0.0728533498309849,12.309232891746
-90,31,93,0.189459870709408,2358.80559052704
-90,33,93,0.180578532551118,1954.99263296075
-90,35,93,0.170395080717512,1563.48896755963
-90,39,93,0.144927476472158,826.760379295923
-90,41,93,0.128730046002443,491.713361865233
-90,43,93,0.112036554977069,282.199335575098
-90,45,93,0.0976112066634034,144.018802639464
-85,31,93,0.189459870709408,2358.80559052704
-85,33,93,0.180578532551118,1954.99263296075
-85,35,93,0.170395080717512,1563.48896755963
-85,39,93,0.144927476472158,826.760379295923
-85,41,93,0.128730046002443,491.713361865233
-85,43,93,0.112036554977069,282.199335575098
-85,45,93,0.0976112066634034,144.018802639464
-80,33,93,0.180578532551118,1954.99263296075
-80,35,93,0.170395080717512,1563.48896755963
-80,39,93,0.144927476472158,826.760379295923
-80,41,93,0.128730046002443,491.713361865233
-75,39,93,0.144927476472158,826.760379295923
-75,41,93,0.128730046002443,491.713361865233
-75,43,93,0.112036554977069,282.199335575098
-70,45,93,0.0976112066634034,144.018802639464
-100,29,100,0.218615874869919,3073.61499982644
-100,31,100,0.211113327470457,2630.42338176044
-100,33,100,0.202569017167035,2197.43791726275
-100,35,100,0.192771141716474,1776.88671541811
-100,39,100,0.168263951800586,983.054408946009
-100,41,100,0.152654764375803,620.28733912293
-100,43,100,0.136234336928175,383.866864076806
-100,45,100,0.121827492026592,219.79570535367
-100,47,100,0.10866831960328,108.712164361875
-100,49,100,0.0965330228142501,40.2507314360707
-95,31,100,0.211113327470457,2630.42338176044
-95,33,100,0.202569017167035,2197.43791726275
-95,35,100,0.192771141716474,1776.88671541811
-95,39,100,0.168263951800586,983.054408946009
-95,41,100,0.152654764375803,620.28733912293
-95,43,100,0.136234336928175,383.866864076806
-95,45,100,0.121827492026592,219.79570535367
-95,47,100,0.10866831960328,108.712164361875
-95,49,100,0.0965330228142501,40.2507314360707
-90,31,100,0.211113327470457,2630.42338176044
-90,33,100,0.202569017167035,2197.43791726275
-90,35,100,0.192771141716474,1776.88671541811
-90,39,100,0.168263951800586,983.054408946009
-90,41,100,0.152654764375803,620.28733912293
-90,43,100,0.136234336928175,383.866864076806
-90,45,100,0.121827492026592,219.79570535367
-85,31,100,0.211113327470457,2630.42338176044
-85,33,100,0.202569017167035,2197.43791726275
-85,35,100,0.192771141716474,1776.88671541811
-85,39,100,0.168263951800586,983.054408946009
-85,41,100,0.152654764375803,620.28733912293
-85,43,100,0.136234336928175,383.866864076806
-85,45,100,0.121827492026592,219.79570535367
-80,33,100,0.202569017167035,2197.43791726275
-80,35,100,0.192771141716474,1776.88671541811
-80,39,100,0.168263951800586,983.054408946009
-80,41,100,0.152654764375803,620.28733912293
-75,39,100,0.168263951800586,983.054408946009
-75,41,100,0.152654764375803,620.28733912293
-75,43,100,0.136234336928175,383.866864076806
-70,45,100,0.121827492026592,219.79570535367
-100,29,107,0.240917152499214,3388.00332529203
-100,31,107,0.23384329765459,2916.39397120991
-100,33,107,0.225786310517191,2454.90733973325
-100,35,107,0.216546110643394,2005.88741472043
-100,39,107,0.193428688673288,1155.80455929562
-100,41,107,0.178677124590153,765.57910721808
-100,43,107,0.162807079953856,502.397814128148
-100,45,107,0.148705839098819,312.460999362282
-100,47,107,0.135667374876336,176.627148005835
-100,49,107,0.123486145192161,84.7610363425119
-95,31,107,0.23384329765459,2916.39397120991
-95,33,107,0.225786310517191,2454.90733973325
-95,35,107,0.216546110643394,2005.88741472043
-95,39,107,0.193428688673288,1155.80455929562
-95,41,107,0.178677124590153,765.57910721808
-95,43,107,0.162807079953856,502.397814128148
-95,45,107,0.148705839098819,312.460999362282
-95,47,107,0.135667374876336,176.627148005835
-95,49,107,0.123486145192161,84.7610363425119
-90,31,107,0.23384329765459,2916.39397120991
-90,33,107,0.225786310517191,2454.90733973325
-90,35,107,0.216546110643394,2005.88741472043
-90,39,107,0.193428688673288,1155.80455929562
-90,41,107,0.178677124590153,765.57910721808
-90,43,107,0.162807079953856,502.397814128148
-90,45,107,0.148705839098819,312.460999362282
-85,31,107,0.23384329765459,2916.39397120991
-85,33,107,0.225786310517191,2454.90733973325
-85,35,107,0.216546110643394,2005.88741472043
-85,39,107,0.193428688673288,1155.80455929562
-85,41,107,0.178677124590153,765.57910721808
-85,43,107,0.162807079953856,502.397814128148
-85,45,107,0.148705839098819,312.460999362282
-80,33,107,0.225786310517191,2454.90733973325
-80,35,107,0.216546110643394,2005.88741472043
