"id","lat","lon"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
112579350,"30.2733","-97.7147138889"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038567,"30.2729798561","-97.714042436"
113038585,"30.2708830785","-97.7146450313"
113038585,"30.2708830785","-97.7146450313"
113038585,"30.2708830785","-97.7146450313"
113018839,"30.2707496663","-97.7146312564"
113538564,"30.4232883612","-97.850034347"
113538153,"30.4195305556","-97.8514333333"
113538875,"30.4243723928","-97.8518244978"
113538875,"30.4243723928","-97.8518244978"
113538875,"30.4243723928","-97.8518244978"
113538057,"30.4194237202","-97.8519389434"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115443851,"30.2729967569","-97.7140534445"
115423553,"30.2708657268","-97.7145668644"
117010546,"30.2713028227","-97.7143607157"
117010561,"30.2677264292","-97.7144106273"
116431922,"30.629974938","-81.6020716354"
113674741,"30.625880503","-81.5373361856"
113674741,"30.625880503","-81.5373361856"
114045419,"30.6268132485","-81.5376905724"
114045419,"30.6268132485","-81.5376905724"
114045419,"30.6268132485","-81.5376905724"
113140925,"30.6267379483","-81.5371809527"
113140925,"30.6267379483","-81.5371809527"
113140925,"30.6267379483","-81.5371809527"
113140925,"30.6267379483","-81.5371809527"
113140925,"30.6267379483","-81.5371809527"
113140925,"30.6267379483","-81.5371809527"
117461354,"30.6189759447","-81.5762580559"
117461354,"30.6189759447","-81.5762580559"
124921168,"30.2719140864","-97.714440193"
124921210,"30.2675984624","-97.7146024859"
117043743,"34.4304537271","-119.0902247652"
117043743,"34.4304537271","-119.0902247652"
117043743,"34.4304537271","-119.0902247652"
127874799,"30.2726314606","-97.7138837493"
129632988,"30.2825682307","-97.7150759906"
129632989,"30.2825682307","-97.7150759906"
129632990,"30.2766883401","-97.7164278591"
129932332,"30.2732611111","-97.71565"
138744924,"30.5665229144","-81.5225199983"
139401905,"30.2745870316","-97.7142745266"
139401905,"30.2745870316","-97.7142745266"
139401905,"30.2745870316","-97.7142745266"
139401905,"30.2745870316","-97.7142745266"
139018425,"30.6267165988","-81.5375816077"
139021509,"30.6267800703","-81.5371330082"
139016014,"30.6267347748","-81.5375474095"
141476274,"30.2845694444","-97.7098583333"
145375623,"30.2831754778","-97.7128528439"
145375623,"30.2831754778","-97.7128528439"
145375623,"30.2831754778","-97.7128528439"
145375623,"30.2831754778","-97.7128528439"
145768051,"30.2708888889","-97.71435"
145768051,"30.2708888889","-97.71435"
145768046,"30.2716555556","-97.715175"
145768055,"30.2714314698","-97.7117504859"
145768055,"30.2714314698","-97.7117504859"
145768039,"30.2709916667","-97.71475"
145768039,"30.2709916667","-97.71475"
146445034,"30.2864575068","-97.714384154"
146445034,"30.2864575068","-97.714384154"
146445034,"30.2864575068","-97.714384154"
146445034,"30.2864575068","-97.714384154"
143912980,"30.2725467107","-97.7117864399"
144039255,"30.284025","-97.7156361111"
144383936,"30.2843379465","-97.7155148231"
144383936,"30.2843379465","-97.7155148231"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
141481562,"30.2725142603","-97.7117067661"
146873291,"30.2821055556","-97.7206361111"
146873291,"30.2821055556","-97.7206361111"
147245569,"30.2818891383","-97.7145809413"
147245569,"30.2818891383","-97.7145809413"
148405308,"30.2978538439","-97.7074055477"
148405303,"30.2978538439","-97.7074055477"
148405303,"30.2978538439","-97.7074055477"
148405303,"30.2978538439","-97.7074055477"
148405298,"30.2880738723","-97.7439432651"
148405298,"30.2880738723","-97.7439432651"
148405298,"30.2880738723","-97.7439432651"
147530596,"27.5028707103","-82.2974351597"
147530596,"27.5028707103","-82.2974351597"
146144531,"27.5327687245","-82.2819849189"
146144531,"27.5327687245","-82.2819849189"
146144531,"27.5327687245","-82.2819849189"
149082289,"30.2713454339","-97.7143810733"
149511033,"30.2837362777","-97.7097386445"
149860307,"30.2713027778","-97.7143694444"
149860315,"30.2728438837","-97.713884907"
149525677,"30.2714770381","-97.711775131"
149431733,"30.65105","-97.81243"
149998977,"30.65105","-97.81243"
150103735,"30.273155388","-97.7147061119"
150103727,"30.27085144","-97.7145330779"
150164277,"30.2708656137","-97.7145761896"
148834928,"33.214220894","-97.1526229377"
150246265,"30.2730991464","-97.7147565087"
150246243,"30.2836846362","-97.7097718761"
150246255,"30.2708550533","-97.714537058"
150437848,"30.2714980721","-97.7118435509"
150516368,"30.2862835123","-97.7150574294"
150437857,"30.2725863232","-97.7138373247"
150437861,"30.2731173877","-97.714642829"
150543631,"30.2840100784","-97.7156413047"
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
150615114,"30.2723071325","-97.7115824619"
150615119,"30.2709215809","-97.7145763916"
150615122,"30.2728183454","-97.71386742"
150615122,"30.2728183454","-97.71386742"
150615122,"30.2728183454","-97.71386742"
150615122,"30.2728183454","-97.71386742"
150615122,"30.2728183454","-97.71386742"
150615130,"30.275473342","-97.7160931979"
150615130,"30.275473342","-97.7160931979"
150615130,"30.275473342","-97.7160931979"
150615130,"30.275473342","-97.7160931979"
150615130,"30.275473342","-97.7160931979"
150615130,"30.275473342","-97.7160931979"
150615127,"30.275473342","-97.7160931979"
150615127,"30.275473342","-97.7160931979"
150615127,"30.275473342","-97.7160931979"
150615127,"30.275473342","-97.7160931979"
150615127,"30.275473342","-97.7160931979"
150615127,"30.275473342","-97.7160931979"
150615126,"30.2732724412","-97.714619191"
150679002,"30.2891150683","-97.7134390924"
150679002,"30.2891150683","-97.7134390924"
150516371,"30.2891023546","-97.7134356547"
150678996,"30.2866163021","-97.7204009884"
150678996,"30.2866163021","-97.7204009884"
150679004,"30.2863056487","-97.7148209981"
112926154,"35.1299358353","-106.479818071"
112926154,"35.1299358353","-106.479818071"
149024157,"35.1648281243","-106.4587896638"
149024157,"35.1648281243","-106.4587896638"
149024157,"35.1648281243","-106.4587896638"
149024157,"35.1648281243","-106.4587896638"
149024157,"35.1648281243","-106.4587896638"
149024157,"35.1648281243","-106.4587896638"
148501000,"35.1643739379","-106.4622953395"
148501000,"35.1643739379","-106.4622953395"
150516367,"30.2862835123","-97.7150574294"
151070353,"30.2864972222","-97.7194777778"
150678994,"30.2863361111","-97.7144583333"
150797372,"30.2714290667","-97.7117413744"
153131584,"30.2714514729","-97.7117375665"
150608506,"37.6798759777","-122.4077609591"
149459575,"33.1094895259","-116.7014282065"
149459575,"33.1094895259","-116.7014282065"
149459575,"33.1094895259","-116.7014282065"
149459575,"33.1094895259","-116.7014282065"
149862109,"36.222875","-96.304046"
149960229,"36.222875","-96.304046"
151548754,"30.2864295476","-97.7194757794"
151548754,"30.2864295476","-97.7194757794"
151548806,"30.2863187393","-97.7148493499"
NA,NA,NA
NA,NA,NA
152983111,"30.2882433505","-97.7182559361"
152983106,"30.286613","-97.720433"
152983130,"30.2727564703","-97.7140962188"
152983113,"30.2894680732","-97.7146627723"
150615120,"30.2719198741","-97.7144180291"
153403128,"30.2726173681","-97.7141696664"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
149423290,"38.22773","-121.028114"
154650498,"30.286400035","-97.7194783867"
150190798,"35.1640298492","-106.4710940128"
150190798,"35.1640298492","-106.4710940128"
150190798,"35.1640298492","-106.4710940128"
149118192,"35.1364297126","-106.4754718437"
149118192,"35.1364297126","-106.4754718437"
149024150,"35.1640041526","-106.4666574091"
149024150,"35.1640041526","-106.4666574091"
149024150,"35.1640041526","-106.4666574091"
156444189,"32.6907471033","-97.1922586067"
156444189,"32.6907471033","-97.1922586067"
156444208,"32.6919277778","-97.1920305556"
156444208,"32.6919277778","-97.1920305556"
156444208,"32.6919277778","-97.1920305556"
156444174,"32.6905944444","-97.1922083333"
156444174,"32.6905944444","-97.1922083333"
156444174,"32.6905944444","-97.1922083333"
156444174,"32.6905944444","-97.1922083333"
156444247,"32.6914457009","-97.1911204134"
156444247,"32.6914457009","-97.1911204134"
156444247,"32.6914457009","-97.1911204134"
156444247,"32.6914457009","-97.1911204134"
156444247,"32.6914457009","-97.1911204134"
156444247,"32.6914457009","-97.1911204134"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444251,"32.69165","-97.19115"
156444183,"32.6907138889","-97.19215"
156444183,"32.6907138889","-97.19215"
156444183,"32.6907138889","-97.19215"
156444183,"32.6907138889","-97.19215"
156444183,"32.6907138889","-97.19215"
156444190,"32.6907471033","-97.1922586067"
156444254,"32.6914457009","-97.1911204134"
156483213,"32.6623420714","-97.222630863"
156483247,"32.66275","-97.2219194444"
156483247,"32.66275","-97.2219194444"
156483261,"32.6629027778","-97.2219694444"
156483256,"32.6627944444","-97.2217527778"
114827022,"30.5815917286","-94.3791485204"
114827022,"30.5815917286","-94.3791485204"
146694726,"30.006271387","-94.144952707"
134801256,"30.48868","-94.838408"
134801256,"30.48868","-94.838408"
133650867,"30.5391625612","-94.2670195191"
133650867,"30.5391625612","-94.2670195191"
155030500,"37.4629944444","-122.191725"
155030500,"37.4629944444","-122.191725"
160671341,"30.2729527778","-97.7142416667"
160671347,"30.2735722222","-97.7141972222"
154850268,"41.7706262","-73.3512739"
154850268,"41.7706262","-73.3512739"
NA,NA,NA
NA,NA,NA
160812239,"31.3971621582","-83.6110726618"
160812239,"31.3971621582","-83.6110726618"
160812239,"31.3971621582","-83.6110726618"
159942538,"31.2232427616","-83.6317599467"
159942538,"31.2232427616","-83.6317599467"
159942538,"31.2232427616","-83.6317599467"
161881791,"40.5359027778","-111.8139555556"
160099347,"39.9405416667","-83.2894966667"
160099347,"39.9405416667","-83.2894966667"
160099347,"39.9405416667","-83.2894966667"
160099347,"39.9405416667","-83.2894966667"
160373693,"41.0855028333","-81.528145"
160373693,"41.0855028333","-81.528145"
